,Text,Tokens,Labelled_topic
0,Disappointed.  The big boxes had a very different flavor than the smaller boxes.  I am not sure why but not good.,"['big', 'box', 'different', 'flavor', 'smaller', 'box', 'sure']",3
2,I just brewed my first cup and the aroma and flavor both speak of autumn and harvest.  I LOVE the flavor.  I would highly recommend this herbal tea.,"['cup', 'aroma', 'flavor', 'speak', 'autumn', 'harvest', 'flavor', 'herbal', 'tea']",3
9,"This tastes great. I can't say too much about the energy factor, although I should point out that energy drinks don't usually do much for me. It has a very nice mango flavor and doesn't taste like weird chemicals. Try it!","['energy', 'factor', 'energy', 'drink', 'mango', 'flavor', 'weird', 'chemical']",3
18,I drink a lot of teas and tisanes so I like to try different kinds from time to time. I've been drinking this for a few weeks and it's fantastic. Even before I brewed this I knew it was going to be good just from the aroma. (Actually it would make a great potpourri on its own.) It brews up a nice deep color with a good flavor. I highly recommend this.,"['lot', 'tea', 'tisane', 'different', 'kind', 'time', 'time', 'week', 'fantastic', 'aroma', 'potpourri', 'deep', 'color', 'flavor']",3
19,"Had a box of their garlic sticks, and really enjoyed the quality and satisfying feeling from eating them. Wanted to try a new flavor, and the sesame is quite addicting!! Only 2 Weight Watchers points for 4 incredible sticks. These are made in Italy. Expect many of the breadsticks to be broken, but don't let this stop you from trying this premium brand!","['box', 'garlic', 'stick', 'new', 'flavor', 'sesame', 'watcher', 'point', 'incredible', 'stick', 'italy', 'breadstick', 'premium', 'brand']",3
34,"This sauce has a unique flavor and a decent kick. I like a very hot sauce and this is not as strong as my usual choice. It does, however, have a very unique flavor that I enjoyed. I have used it on a number of dishes and was really impressed with the way it jazzed up my homemade vegetable soup. I will be buying this again.","['sauce', 'unique', 'flavor', 'decent', 'kick', 'hot', 'sauce', 'strong', 'usual', 'choice', 'unique', 'flavor', 'number', 'dish', 'impressed', 'way', 'homemade', 'vegetable', 'soup']",3
37,"I enjoy the flavor and benefits of fresh wheat grass but it is difficult to keep on hand. This powder seems to offer the same ""punch"" as well as tasting good. I'm very pleased with the product and now rely solely on it.","['flavor', 'benefit', 'fresh', 'wheat', 'grass', 'difficult', 'hand', 'powder', 'punch', 'pleased']",3
50,"My baby enjoyed this flavor when I purchased it at a store.  I ordered a case of it from Amazon.  the whole case arrived moldy.  Each jar popped when I opened it too, showing that it was properly sealed.  I contacted Earth's Best.  They said they would look into it but would not follow up with me.  Given what is going on in our food industry, I will not purchase any more products from this company.  It is to scary when feeding a baby.  Amazon refunded me but did not take it any further.  Be very careful and inform other families too.  UPDATE:  I was so disappointed with the lack of concern from Earth's Best and Amazon.  I contacted the FDA, they referred me to the USDA because the product contained meat.  They took it very serious and had also received several complaints.  They have come to my house and written a report.  If anyone else noticed this problem please contact the USDA (1-888-674-6854). to report your claim/problem.  They will investigate the problem and the Earth's Best Plant to make sure they are following regulations.","['baby', 'flavor', 'store', 'case', 'case', 'moldy', 'jar', 'earth', 'best', 'food', 'industry', 'product', 'company', 'baby', 'careful', 'family', 'update', 'disappointed', 'lack', 'concern', 'earth', 'best', 'fda', 'usda', 'meat', 'complaint', 'house', 'report', 'problem', 'usda', '1-888-674-6854', 'problem', 'earth', 'plant', 'sure', 'regulation']",3
82,"I love the quantity and flavor of this tea. It's a little messy opening the pouches, the matcha can get all over your fingers and counter, but oh well. I purchase this at Costco, because the price is WAY better. My only complaint, is that I wish it were Organic.","['quantity', 'flavor', 'tea', 'little', 'messy', 'pouch', 'matcha', 'finger', 'counter', 'purchase', 'costco', 'price', 'way', 'complaint', 'organic']",3
89,I bought this to make a sauce and it taste great gives a good flavor.  I really enjoyed it an it lasts a long time.,"['sauce', 'flavor', 'long', 'time']",3
