,Text,Tokens,Labelled_topic
5,"First, I would like to say that I purchased this product from the STORE, not from this seller. Also that there was not a problem with the expiration date of the coffee.  I am not a picky coffee drinker. I like all kinds, but I prefer stronger brews. I like flavored coffee as well, but only when it tastes like what it is suppose to. I don't think anyone wants to drink chemical flavored coffee.   When I bought this product I thought it was going to be great, I am a consumer of folgers and have tried different flavors of theirs, however this was the first k-cup brand I bought from them and was VERY disappointed.  The coffee is definitely flavored and does taste like caramel, but after each sip there is an after taste of some sort of chemical.  The after taste is so strong and disgusting that you can neither enjoy the flavor of the coffee nor the caramel. For the first time was unable to finish my cup of coffee. To drink the entire cup would have been the equivalent of torturing myself.  I would not recommend anyone buy this product.","['store', 'seller', 'problem', 'expiration', 'date', 'coffee', 'coffee', 'drinker', 'kind', 'brew', 'coffee', 'chemical', 'coffee', 'consumer', 'folgers', 'flavor', 'brand', 'coffee', 'caramel', 'sip', 'sort', 'chemical', 'flavor', 'coffee', 'caramel', 'time', 'cup', 'coffee', 'cup', 'equivalent']",1
8,"I wish Gevalia came with an option for whole beans, but as pre-ground coffee goes, this makes a great Sunday morning treat. It may be a little rich for some people as an everyday cofffee, but if you like candy-coffee, you will probably like this.","['gevalia', 'option', 'bean', 'coffee', 'morning', 'treat', 'people', 'cofffee']",1
30,Coffee is just as good as other Fair Trade coffees that I buy.  I have a One:One pod maker and these fit in them just fine.  I do like my coffee a little on the strong side and can use the pod to make a very big cup of coffee before tossing.  I would recommend this product.,"['coffee', 'trade', 'coffee', 'pod', 'maker', 'fit', 'coffee', 'pod', 'cup', 'coffee']",1
32,"This product had pretty good reviews so I thought it would be safe to buy 4 packages, so I did. Boy am I full of regret now. I'm stuck with 4 packs of these beans and I can't return any them. The moment I opened the bag, I should've known. It had a stale sour smell to them. But the optimistic side of me said, these beans look fresh and plump, maybe it won't smell like that once I scrape the seeds out. I was wrong. I made two test batches to see if it was the salt I was using to make my vanilla salt but they both have that weird sour, rancid smell. I've made vanilla salt before so I know what it's supposed to smell and taste like. Unfortunately, even after a few days, this smell isn't going away. I was really looking forward to making jars of vanilla salt to give out as cheap gifts. But now I need to go buy more vanilla beans to replace these which is going to end up costing me. I'm so disappointed. I haven't cooked with these seeds so I don't know if the taste and smell transforms with heat or with any other mixed in ingredient. I know for sure though that if you're looking to make vanilla extract, vanilla sugar or vanilla salt, I HIGHLY discourage you from buying this product.","['review', 'package', 'regret', 'pack', 'bean', 'moment', 'bag', 'sour', 'smell', 'bean', 'maybe', 'seed', 'test', 'batch', 'salt', 'vanilla', 'salt', 'rancid', 'smell', 'vanilla', 'salt', 'day', 'smell', 'jar', 'vanilla', 'salt', 'gift', 'vanilla', 'bean', 'seed', 'smell', 'transforms', 'heat', 'vanilla', 'extract', 'vanilla', 'sugar', 'vanilla', 'salt']",1
39,"These were freakin awesome. All 10 LBs were top quality, and better than many restaurants.  Ordering my second batch now.  How I prepare them: place several legs in a pot of boiling water for about a minute, or less if you stir em.  They are already cooked so you just want to heat them up. Cooking them further will ruin them. The end piece will piece will take a bit longer.","['lb', 'restaurant', 'batch', 'leg', 'pot', 'water', 'minute', 'end', 'piece', 'bit']",1
52,"UPDATE JANUARY 2011 I am now a pretty regular drinker of this stuff! In fact, I just ordered some more and I note the price has gone down which makes it very afforable, take in the free shipping, and it's an absolutely delicious  steal!  I am really enjoying this Coffee. I usually drink Folgers at home and have done so for nearly 20 years. This was a pleasant surprise, the aroma as it was brewing was scintillating, the taste (with my regular creamer and sugar) was a treat for my taste buds. I finished two cups and was tempted to drink more because it was such a smooth tasting coffee. I used 6 heaped tea-spoon fulls for make 8 cups (as marked on my coffee maker) and it worked out just about right for me; though some hard line coffee drinkers make like it stronger than that! The package itself was a little hard to open, I found the best way was to cut the top off with scissors and use the metal bands on the package to securely close it as airtight as possible.  This a really nice coffee but the only way to be sure you will like it is to try it.","['january', 'drinker', 'stuff', 'fact', 'price', 'shipping', 'steal', 'coffee', 'folgers', 'home', 'year', 'surprise', 'aroma', 'creamer', 'sugar', 'treat', 'bud', 'cup', 'coffee', 'full', 'make', 'cup', 'coffee', 'maker', 'line', 'coffee', 'drinker', 'package', 'way', 'scissors', 'metal', 'package', 'coffee', 'way']",1
53,"We travel to VA frequently. I used to buy these there as favors for neighbors and then have the hassle of getting them back home. Now I just order from Amazon to arrive on the day we get home - the price is much less and no shipping hassles. The quality is excellent, I've tried the Costco version and they are just not as good and nowhere near as good as Planters or others.","['favor', 'neighbor', 'hassle', 'home', 'price', 'shipping', 'costco', 'version', 'planter']",1
67,"This product is well worth the money.  Others carry a similar product that's cheaper, but the quality is way cheaper also.","['money', 'way']",1
96,"I have been making wonderful homemade vanilla with a recipe that I found on line using vanilla beans purchased from Williams Sonoma. I decided to try Spicy World Vanilla Beans rather than the much more expensive vanilla beans from Williams Sonoma.  Two vanilla beans from Williams Sonoma in a pint of vodka resulted in a very dark richly aromatic vanilla after only two months.  I used three Spicy World vanilla beans in a pint of vodka and after two months I had a liquid that looked like weak tea and had the aroma of alcohol.  I added three more beans and waited.  The results were disappointing, so I added three more vanilla beans.  You can still see through the vanilla and it doesn't have the aroma of vanilla.  I am completely disappointed with the vanilla beans from Spicy World.  They are totally worthless, a complete waste of money.  I would not recommend them or purchase anything from Spicy World.","['homemade', 'vanilla', 'recipe', 'line', 'vanilla', 'bean', 'sonoma', 'spicy', 'world', 'vanilla', 'bean', 'vanilla', 'bean', 'sonoma', 'vanilla', 'bean', 'sonoma', 'pint', 'vodka', 'vanilla', 'month', 'spicy', 'world', 'vanilla', 'bean', 'pint', 'vodka', 'month', 'liquid', 'tea', 'aroma', 'alcohol', 'bean', 'result', 'vanilla', 'vanilla', 'aroma', 'vanilla', 'vanilla', 'bean', 'spicy', 'world', 'waste', 'money', 'spicy', 'world']",1
101,"I was very impressed with the quality of the vanilla beans I received. Not only were they at least 60% less expensive than the beans in grocery/specialty stores, but the beans were plump and very flavorful. I also received my order very quickly (sooner than the seller stated). I will definitely be back to buy my next batch of vanilla beans here.","['vanilla', 'bean', 'store', 'bean', 'seller', 'batch', 'vanilla', 'bean']",1
